category,category_label,name,legal_name,town,url,website,website_source
sadik,Детский сад,Детский сад № 30,30,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-30-3283-255278/about/,,
sadik,Детский сад,Детский сад № 30,Детский сад № 30,поселок городского типа Ржавки,https://moskva.fulledu.ru/sadik/30-detskiy-sad-8717-376656/about/,,
sadik,Детский сад,Детский сад № 300 (логопедический),Детский сад № 300 (логопедический),Москва,https://moskva.fulledu.ru/sadik/300-detskiy-sad-logopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 303,Детский сад № 303,посёлок Внуково,https://moskva.fulledu.ru/sadik/detskiy-sad-303/about/,,
sadik,Детский сад,Детский сад № 31,31,,https://moskva.fulledu.ru/sadik/detskiy-sad-s-31-7006-90622/about/,,
sadik,Детский сад,Детский сад № 31 Ласточка,Детский сад № 31 Ласточка,Ногинск,https://moskva.fulledu.ru/sadik/31-lastochka-detskiy-sad/about/,,
sadik,Детский сад,"Детский сад № 31 Ласточка""","Муниципальное бюджетное дошкольное образовательное учреждение ""Детский сад № 31 Ласточка общеразвивающего вида""",Ногинск,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-31-lastochka-obscherazvivauschego-vida/about/,,
sadik,Детский сад,Детский сад № 311,Детский сад № 311,Москва,https://moskva.fulledu.ru/sadik/311-detskiy-sad-4536-636004/about/,,
sadik,Детский сад,Детский сад № 314 (с ясельной группой),314,Москва,https://moskva.fulledu.ru/sadik/314-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 318 (с этнокультурным татарским компонентом образования круглосуточный),Детский сад № 318 (с этнокультурным татарским компонентом образования круглосуточный),Москва,https://moskva.fulledu.ru/sadik/318-detskiy-sad-s-etnokulturnym-tatarskim-komponentom-obrazovaniya-kruglosutochnyy/about/,,
sadik,Детский сад,Детский сад № 319 (с ясельной группой),Детский сад № 319 (с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/319-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 32,Детский сад № 32,деревня Дальние Прудищи,https://moskva.fulledu.ru/sadik/32-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 32 (с ясельными и логопедическими группами),Детский сад № 32 (с ясельными и логопедическими группами),Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-32-s-yaselnymi-i-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 320 (логопедический),Детский сад № 320 (логопедический),Москва,https://moskva.fulledu.ru/sadik/320-detskiy-sad-logopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 322 (с ясельной группой),Детский сад № 322 (с ясельной группой),Зеленоград,https://moskva.fulledu.ru/sadik/detskiy-sad-322-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 323,323,Москва,https://moskva.fulledu.ru/sadik/323-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 326 (с ясельной группой),326,Москва,https://moskva.fulledu.ru/sadik/326-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 33,Детский сад № 33,Москва,https://moskva.fulledu.ru/sadik/33-detskiy-sad-7663-291044/about/,,
sadik,Детский сад,Детский сад № 33,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 33 Присмотра И Оздоровления,Красногорск,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-33-9806-4670/about/,,
sadik,Детский сад,Детский сад № 33 (для ослабленных и часто болеющих детей отягощенных эндокринной патологией),33,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-33-dlya-oslablennyh-i-chasto-boleuschih-detey-otyagoschennyh-endokrinnoy-patologiey/about/,,
sadik,Детский сад,Детский сад № 33 (комбинированного вида с логопедическими группами),Детский сад № 33 (комбинированного вида с логопедическими группами),Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-33-kombinirovannogo-vida-s-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 33 (с ясельной группой),Детский сад № 33 (с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/33-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 33 Березка центр Развития Ребенка (с логопедическими группами),Детский сад № 33 Березка центр Развития Ребенка (с логопедическими группами),Королев,https://moskva.fulledu.ru/sadik/detskiy-sad-33-berezka-centr-razvitiya-rebenka-s-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 33 Звездочка,Детский сад № 33 Звездочка,поселок городского типа Андреевка,https://moskva.fulledu.ru/sadik/33-zvezdochka-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 33 комбинированного вида,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 33 Комбинированного Вида,рабочий поселок Новоивановское,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-33-kombinirovannogo-vida/about/,,
sadik,Детский сад,Детский сад № 33 Рябинка (с логопедической группой),Детский сад № 33 Рябинка (с логопедической группой),рабочий поселок Новоивановское,https://moskva.fulledu.ru/sadik/detskiy-sad-33-ryabinka-s-logopedicheskoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 333 (с логопедической группой),Детский сад № 333 (с логопедической группой),Москва,https://moskva.fulledu.ru/sadik/333-detskiy-sad-s-logopedicheskoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 335 Инеснэк,Детский сад № 335 Инеснэк,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-335-inesnek/about/,,
sadik,Детский сад,Детский сад № 336 Незабудка (с ясельной группой),Детский сад № 336 Незабудка (с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/336-nezabudka-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 339 (круглосуточный с ясельной группой),Детский сад № 339 (круглосуточный с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/339-detskiy-sad-kruglosutochnyy-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,"Детский сад № 34 ""Белочка""","Муниципальное бюджетное дошкольное образовательное учреждение детский сад комбинированного вида № 34 ""Белочка""",,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-34-belochka/about/,,
sadik,Детский сад,"Детский сад № 34 ""Василек""","Государственное Бюджетное Образовательное Учреждение Города Москвы Центр Развития Ребенка - Детский Сад № 1156 ""василек""",Подольск,https://moskva.fulledu.ru/sadik/mdou-crr-detskiy-sad-34-vasilek-7826-8999/about/,,
sadik,Детский сад,Детский сад № 34 (комбинированного вида),Детский сад № 34 (комбинированного вида),Москва,https://moskva.fulledu.ru/sadik/34-detskiy-sad-kombinirovannogo-vida/about/,,
sadik,Детский сад,Детский сад № 346 (Комбинированного Вида с Логопедическими Группами),Детский сад № 346 (Комбинированного Вида с Логопедическими Группами),Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-346-kombinirovannogo-vida-s-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 347 (с ясельной группой),347,Москва,https://moskva.fulledu.ru/sadik/347-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 35 (с круглосуточной группой),Детский сад № 35 (с круглосуточной группой),Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-35-s-kruglosutochnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 35 к.в.,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 35 Комбинированного Вида,Балашиха,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-35-kv/about/,,
sadik,Детский сад,Детский сад № 35 ЯслиСад (с ясельными и логопедическими группами),Детский сад № 35 ЯслиСад (с ясельными и логопедическими группами),Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-35-yaslisad-s-yaselnymi-i-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 350,350,Москва,https://moskva.fulledu.ru/sadik/350-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 352 (логопедический),Детский сад № 352 (логопедический),Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-352-logopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 353,Детский сад № 353,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-353-5813-595118/about/,,
sadik,Детский сад,Детский сад № 36,Детский сад № 36,Москва,https://moskva.fulledu.ru/sadik/36-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 36 Аленка,"Муниципальное бюджетное дошкольное образовательное учреждение детский сад № 36 ""Алёнка"" общеразвивающего вида посёлка Фряново Щёлковского муниципального района Московской области",поселок городского типа Фряново,https://moskva.fulledu.ru/sadik/36-alenka-detskiy-sad-4755-217438/about/,,
sadik,Детский сад,Детский сад № 36 ОАО РЖД,Детский сад № 36 ОАО РЖД,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-36-oao-rzhd/about/,,
sadik,Детский сад,Детский сад № 36 Теремок,"Муниципальное бюджетное дошкольное образовательное учреждение Детский сад общеразвивающего вида № 36 ""Теремок""",Химки,https://moskva.fulledu.ru/sadik/36-teremok-detskiy-sad/about/,,
sadik,Детский сад,"Детский сад № 36""","Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""детский Сад Общеразвивающего Вида № 36""",Сергиев Посад,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-obscherazvivauschego-vida-36-7458-6295/about/,,
sadik,Детский сад,Детский сад № 363 (с ясельной группой),Государственное бюджетное образовательное учреждение города Москвы детский сад № 363,Москва,https://moskva.fulledu.ru/sadik/363-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 364,Государственное бюджетное образовательное учреждение города Москвы детский сад № 364,Москва,https://moskva.fulledu.ru/sadik/364-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 366,Детский сад № 366,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-366-786-578577/about/,,
sadik,Детский сад,Детский сад № 367,Детский сад № 367,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-367/about/,,
sadik,Детский сад,Детский сад № 367 Солнышко (с ясельной группой),Детский сад № 367 Солнышко (с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/367-solnyshko-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 37,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 37 Комбинированного Вида,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-37-2290-5626/about/,,
sadik,Детский сад,Детский сад № 37 Голос,Детский сад № 37 Голос,Москва,https://moskva.fulledu.ru/sadik/37-golos-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 37 Ладушки,Детский сад № 37 Ладушки,,https://moskva.fulledu.ru/sadik/37-ladushki-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 37 Лучик Начальная школа(с логопедическими группами),Детский сад № 37 Лучик Начальная школа(с логопедическими группами),Реутов,https://moskva.fulledu.ru/sadik/37-luchik-nachalnaya-shkoladetskiy-sads-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 376,Детский сад № 376,Москва,https://moskva.fulledu.ru/sadik/376-detskiy-sad-751-160070/about/,,
sadik,Детский сад,Детский сад № 38,Детский сад № 38,Москва,https://moskva.fulledu.ru/sadik/38-detskiy-sad-4973-306328/about/,,
sadik,Детский сад,Детский сад № 38 (логопедический),"Муниципальное бюджетное дошкольное образовательное учреждение Детский сад комбинированного вида № 38 ""Малыш""",Химки,https://moskva.fulledu.ru/sadik/detskiy-sad-38-logopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 38 (с ясельными группами),Детский сад № 38 (с ясельными группами),Москва,https://moskva.fulledu.ru/sadik/38-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Детский сад № 38 Солнышко центр Развития Ребенка,Детский сад № 38 Солнышко центр Развития Ребенка,поселок городского типа Фряново,https://moskva.fulledu.ru/sadik/38-solnyshko-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Детский сад № 380,Детский сад № 380,Москва,https://moskva.fulledu.ru/sadik/380-detskiy-sad-6312-926963/about/,,
sadik,Детский сад,Детский сад № 381 (логопедический),Детский сад № 381 (логопедический),Москва,https://moskva.fulledu.ru/sadik/381-detskiy-sad-logopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 385 (комбинированного вида для детей с нарушением опорнодвигательного аппарата круглосуточный с ясельными группами),385,Москва,https://moskva.fulledu.ru/sadik/385-detskiy-sad-kombinirovannogo-vida-dlya-detey-s-narusheniem-opornodvigatelnogo-apparata-kruglosu/about/,,
sadik,Детский сад,Детский сад № 39,Детский сад № 39,Подольск,https://moskva.fulledu.ru/sadik/39-detskiy-sad-677-509502/about/,,
sadik,Детский сад,Детский сад № 39,Детский сад № 39,Сергиев Посад,https://moskva.fulledu.ru/sadik/39-detskiy-sad-5990-419687/about/,,
sadik,Детский сад,Детский сад № 39,Детский сад № 39,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-39-708-83966/about/,,
sadik,Детский сад,Детский сад № 39,Детский сад № 39,Химки,https://moskva.fulledu.ru/sadik/39-detskiy-sad-509-45693/about/,,
sadik,Детский сад,"Детский сад № 39""","Муниципальное бюджетное дошкольное образовательное учреждение ""Детский сад № 39 комбинированного вида""",поселок городского типа Обухово,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-39-1395-516475/about/,,
sadik,Детский сад,Детский сад № 395 (санаторнооздоровительный круглосуточный),Детский сад № 395 (санаторнооздоровительный круглосуточный),Москва,https://moskva.fulledu.ru/sadik/395-detskiy-sad-sanatornoozdorovitelnyy-kruglosutochnyy/about/,,
sadik,Детский сад,Детский сад № 396 (логопедический),Детский сад № 396 (логопедический),Москва,https://moskva.fulledu.ru/sadik/396-detskiy-sad-logopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 4,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""детский Сад  Общеразвивающего Вида № 4""",Сергиев Посад,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-obscherazvivauschego-vida-4-9834-4078/about/,,
sadik,Детский сад,Детский сад № 4,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 4,деревня Козино,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-4-4613-2896/about/,,
sadik,Детский сад,Детский сад № 4,"Муниципальное Дошкольное Образовательное Учреждение ""детский Сад Присмотра И Оздоровления №4""",Раменское,https://moskva.fulledu.ru/sadik/detskiy-sad-4-8881-3283/about/,,
sadik,Детский сад,"Детский сад № 4 ""Ромашка""","Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 4 ""ромашка"" Общеразвивающего Вида",Королев,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-ds-4-romashka/about/,,
sadik,Детский сад,Детский сад № 4 Аленушка (логопедический),Детский сад № 4 Аленушка (логопедический),Мытищи,https://moskva.fulledu.ru/sadik/detskiy-sad-4-alenushka-logopedicheskiy/about/,,
sadik,Детский сад,"Детский сад № 4 Звездочка""","Муниципальное Бюджетное Дошкольное Образовательное Учреждение ""детский Сад № 4 Звездочка Общеразвивающего Вида""",Ногинск,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-4-zvezdochka/about/,,
sadik,Детский сад,Детский сад № 4 Колокольчик,"Муниципальное бюджетное дошкольное образовательное учреждение городского округа Балашиха ""Детский сад общеразвивающего вида №4 ""Колокольчик""",Балашиха,https://moskva.fulledu.ru/sadik/detskiy-sad-4-kolokolchik/about/,,
sadik,Детский сад,Детский сад № 4 Ласточка,Детский сад № 4 Ласточка,Ступино,https://moskva.fulledu.ru/sadik/4-lastochka-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 4 МДОУ,Детский сад № 4 МДОУ,Троицк,https://moskva.fulledu.ru/sadik/detskiy-sad-4-mdou-5786-445576/about/,,
sadik,Детский сад,Детский сад № 4 Начальная школа,Детский сад № 4 Начальная школа,Балашиха,https://moskva.fulledu.ru/sadik/4-nachalnaya-shkoladetskiy-sad/about/,,
sadik,Детский сад,Детский сад № 4 Незабудка,Детский сад № 4 Незабудка,Балашиха,https://moskva.fulledu.ru/sadik/detskiy-sad-4-nezabudka/about/,,
sadik,Детский сад,Детский сад № 4 Рябинка,Детский сад № 4 Рябинка,Долгопрудный,https://moskva.fulledu.ru/sadik/4-ryabinka-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 4 Солнышко,"Муниципальное дошкольное образовательное учреждение ""Детский сад общеразвивающего вида N 4"" г. Бронницы",Бронницы,https://moskva.fulledu.ru/sadik/4-solnyshko-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 4 Солнышко,"Муниципальное бюджетное дошкольное образовательное учреждение детский сад №4 ""Солнышко"" общеразвивающего вида Щёлковского муниципального района Московской области",Щелково,https://moskva.fulledu.ru/sadik/4-solnyshko-detskiy-sad-168-570430/about/,,
sadik,Детский сад,Детский сад № 40,Детский сад № 40,Серпухов,https://moskva.fulledu.ru/sadik/40-detskiy-sad-3784-910770/about/,,
sadik,Детский сад,Детский сад № 404 (с ясельной группой),Детский сад № 404 (с ясельной группой),Зеленоград,https://moskva.fulledu.ru/sadik/404-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 405 с ясельной группой,405,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-405-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 406 Лукоморье (компенсирующего типа оздоровительный с логопедической группой),"Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 406 ""Лукоморье""",Москва,https://moskva.fulledu.ru/sadik/406-lukomore-detskiy-sad-kompensiruuschego-tipa-ozdorovitelnyy-s-logopedicheskoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 407 (с ясельной группой),407,Москва,https://moskva.fulledu.ru/sadik/407-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 41,Детский сад № 41,Москва,https://moskva.fulledu.ru/sadik/41-detskiy-sad-5334-847243/about/,,
sadik,Детский сад,Детский сад № 41,Детский сад № 41,Электроугли,https://moskva.fulledu.ru/sadik/41-detskiy-sad-6059-843745/about/,,
sadik,Детский сад,"Детский сад № 41 ""Радуга"" комбинированного вида п. Свердловский ЩМР МО","Муниципальное дошкольное образовательное учреждение детский сад № 41 ""Радуга"" комбинированного вида п. Свердловский Щёлковского муниципального района Московской области",поселок городского типа Свердловский,https://moskva.fulledu.ru/sadik/mdou-detskiy-sad-41-raduga-kombinirovannogo-vida-p-sverdlovskiy-schmr-mo/about/,,
sadik,Детский сад,Детский сад № 41 Ветерок,Детский сад № 41 Ветерок,Домодедово,https://moskva.fulledu.ru/sadik/41-veterok-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 41 Гнездышко центр Развития Ребенка,"Муниципальное Дошкольное Образовательное Учреждение Центр Развития Ребенка - Детский Сад № 41 ""гнездышко""",Электрогорск,https://moskva.fulledu.ru/sadik/41-gnezdyshko-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Детский сад № 41 Золотой Петушок,Детский сад № 41 Золотой Петушок,Подольск,https://moskva.fulledu.ru/sadik/41-zolotoy-petushok-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 41 комбинированного вида,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 41 Комбинированного Вида,поселок городского типа Большие Вяземы,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-41-kombinirovannogo-vida-7780-4226/about/,,
sadik,Детский сад,Детский сад № 41 Светлячок центр Развития Ребенка,Детский сад № 41 Светлячок центр Развития Ребенка,поселок городского типа Тучково,https://moskva.fulledu.ru/sadik/41-svetlyachok-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Детский сад № 41 Сказка центр Развития Ребенка,Детский сад № 41 Сказка центр Развития Ребенка,Ногинск,https://moskva.fulledu.ru/sadik/41-skazka-detskiy-sad-centr-razvitiya-rebenka/about/,,
sadik,Детский сад,Детский сад № 410 (компенсирующего вида для детей с туберкулезной интоксикацией с ясельной группой),Детский сад № 410 (компенсирующего вида для детей с туберкулезной интоксикацией с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/410-detskiy-sad-kompensiruuschego-vida-dlya-detey-s-tuberkuleznoy-intoksikaciey-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 412 (комбинированного типа с ясельной и логопедическими группами),Детский сад № 412 (комбинированного типа с ясельной и логопедическими группами),Москва,https://moskva.fulledu.ru/sadik/412-detskiy-sad-kombinirovannogo-tipa-s-yaselnoy-i-logopedicheskimi-gruppami/about/,,
sadik,Детский сад,Детский сад № 412 Журавушка (с ясельной группой),Детский сад № 412 Журавушка (с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/412-zhuravushka-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 413 (с ясельной группой),Государственное бюджетное образовательное учреждение города Москвы детский сад № 413,Москва,https://moskva.fulledu.ru/sadik/413-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 42,Детский сад № 42,село Троицкое,https://moskva.fulledu.ru/sadik/detskiy-sad-42-dou-3836-827130/about/,,
sadik,Детский сад,Детский сад № 421,Детский сад № 421,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-421/about/,,
sadik,Детский сад,Детский сад № 43,Муниципальное Дошкольное Образовательное Учреждение Детский Сад №43 Общеразвивающего Вида Истринского Муниципального Района,деревня Ивановское,https://moskva.fulledu.ru/sadik/detskiy-sad-mdou-43/about/,,
sadik,Детский сад,Детский сад № 43,Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад Комбинированного Вида №43,Солнечногорск,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-43/about/,,
sadik,Детский сад,"Детский сад № 43 ""РОМАШКА"" Д. КОРПУСА ЩМР МО","Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 43 ""ромашка"" Деревни Корпуса Щёлковского Муниципального Района Московской Области",деревня Корпуса,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-43-romashka-d-korpusa-schmr-mo-3119-3040/about/,,
sadik,Детский сад,Детский сад № 43 Буратино,Детский сад № 43 Буратино,Солнечногорск,https://moskva.fulledu.ru/sadik/43-buratino-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 43 центр Развития Ребенка Удпрф,Детский сад № 43 центр Развития Ребенка Удпрф,Москва,https://moskva.fulledu.ru/sadik/43-centr-razvitiya-rebenka-detskiy-sad-udprf/about/,,
sadik,Детский сад,Детский сад № 43 центр Развития Ребенка Удпрф,ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ «ПРОГИМНАЗИЯ № 43» УПРАВЛЕНИЯ ДЕЛАМИ ПРЕЗИДЕНТА РОССИЙСКОЙ ФЕДЕРАЦИИ,Москва,https://moskva.fulledu.ru/sadik/43-centr-razvitiya-rebenka-detskiy-sad-udprf-1891-19951/about/,,
sadik,Детский сад,Детский сад № 431,Детский сад № 431,Москва,https://moskva.fulledu.ru/sadik/431-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 433 (с ясельными группами),Детский сад № 433 (с ясельными группами),Москва,https://moskva.fulledu.ru/sadik/433-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Детский сад № 435 (с логопедической группой),435,Москва,https://moskva.fulledu.ru/sadik/435-detskiy-sad-s-logopedicheskoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 438,Детский сад № 438,Москва,https://moskva.fulledu.ru/sadik/438-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 44,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение "" Детский Сад Общеразвивающего Вида № 44""",Сергиев Посад,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-obscherazvivauschego-vida-44-874-8401/about/,,
sadik,Детский сад,Детский сад № 44 Ладушки,Детский сад № 44 Ладушки,Электроугли,https://moskva.fulledu.ru/sadik/44-ladushki-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 44 Малышок,Детский сад № 44 Малышок,Подольск,https://moskva.fulledu.ru/sadik/44-malyshok-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 44 РЖД ОАО,Детский сад № 44 РЖД ОАО,Куровское,https://moskva.fulledu.ru/sadik/44-detskiy-sad-rzhd-oao/about/,,
sadik,Детский сад,Детский сад № 440 (с ясельной группой),440,Москва,https://moskva.fulledu.ru/sadik/440-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,"Детский сад № 442 ""Пчелка""","Государственное бюджетное образовательное учреждение города Москвы детский сад № 442 ""Пчелка""",Москва,https://moskva.fulledu.ru/sadik/gbou-detskiy-sad-442-pchelka/about/,,
sadik,Детский сад,Детский сад № 442 (с ясельной группой),Детский сад № 442 (с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/442-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 444,Детский сад № 444,Зеленоград,https://moskva.fulledu.ru/sadik/444-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 445,Детский сад № 445,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-445/about/,,
sadik,Детский сад,Детский сад № 448,Детский сад № 448,Москва,https://moskva.fulledu.ru/sadik/448-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 448 (с логопедической группой),187,Москва,https://moskva.fulledu.ru/sadik/448-detskiy-sad-s-logopedicheskoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 449 (с ясельной группой),Детский сад № 449 (с ясельной группой),Москва,https://moskva.fulledu.ru/sadik/449-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 45 Кубарик,"Муниципальное дошкольное образовательное учреждение ""Детский сад № 45 общеразвивающего вида""",Электросталь,https://moskva.fulledu.ru/sadik/45-kubarik-detskiy-sad/about/,,
sadik,Детский сад,Детский сад № 45 Прогимназия,Детский сад № 45 Прогимназия,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-45-progimnaziya/about/,,
sadik,Детский сад,Детский сад № 454 (для детей с нарушением зрения с ясельной группой),Детский сад № 454 (для детей с нарушением зрения с ясельной группой),Зеленоград,https://moskva.fulledu.ru/sadik/454-detskiy-sad-dlya-detey-s-narusheniem-zreniya-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Детский сад № 455 (компенсирующего вида логопедический),Детский сад № 455 (компенсирующего вида логопедический),Зеленоград,https://moskva.fulledu.ru/sadik/455-detskiy-sad-kompensiruuschego-vida-logopedicheskiy/about/,,
sadik,Детский сад,Детский сад № 456 (санаторного типа круглосуточный),Детский сад № 456 (санаторного типа круглосуточный),Москва,https://moskva.fulledu.ru/sadik/456-detskiy-sad-sanatornogo-tipa-kruglosutochnyy/about/,,
sadik,Детский сад,Детский сад № 457 (с ясельной группой),457,Москва,https://moskva.fulledu.ru/sadik/457-detskiy-sad-s-yaselnoy-gruppoy-9471-172489/about/,,
sadik,Детский сад,"Детский сад № 46 ""МОТЫЛЁК"" КОМБИНИРОВАННОГО ВИДА П. МОНИНО ЩМР МО","Муниципальное Бюджетное Дошкольное Образовательное Учреждение Детский Сад № 46 ""мотылёк"" Комбинированного Вида Посёлка Монино Щёлковского Муниципального Района Московской Области",поселок городского типа Монино,https://moskva.fulledu.ru/sadik/mbdou-detskiy-sad-46-motylk-kombinirovannogo-vida-p-monino-schmr-mo/about/,,
