category,category_label,name,legal_name,town,url,website,website_source
sadik,Детский сад,Школа № 978 (здание № 7) бывш. детский сад № 1873,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением отдельных предметов № 978""",Москва,https://moskva.fulledu.ru/sadik/1873-detskiy-sad/about/,,
sadik,Детский сад,Школа №1161,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1161""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2681/about/,,
sadik,Детский сад,Школа №1161,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1161""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2683/about/,,
sadik,Детский сад,Школа №1161,"Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа № 1161""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2682/about/,,
sadik,Детский сад,"Школа №1288 ""Колосок""","Негосударственное образовательное учреждение ""Международная школа углубленного изучения иностранных языков""",Москва,https://moskva.fulledu.ru/sadik/2507-detskiy-sad/about/,,
sadik,Детский сад,"Школа №1288 ""Тигрята""",571,Москва,https://moskva.fulledu.ru/sadik/1406-detskiy-sad/about/,,
sadik,Детский сад,"Школа №1373, ОДО №1","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением иностранных языков № 1373""",Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2564/about/,,
sadik,Детский сад,"Школа №1373, ОДО №2","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением иностранных языков № 1373""",Москва,https://moskva.fulledu.ru/sadik/794-rodnichok-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,"Школа №1373, ОДО №3","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением иностранных языков № 1373""",Москва,https://moskva.fulledu.ru/sadik/1901-detskiy-sad-kompensiruuschego-vida-logopedicheskiy/about/,,
sadik,Детский сад,"Школа №1373, ОДО №4","Государственное бюджетное общеобразовательное учреждение города Москвы ""Школа с углубленным изучением иностранных языков № 1373""",Москва,https://moskva.fulledu.ru/sadik/2519-detskiy-sad/about/,,
sadik,Детский сад,Школа №1436,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1436,Москва,https://moskva.fulledu.ru/sadik/531-detskiy-sad-kombinirovannogo-vida-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа №1436,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1436,Москва,https://moskva.fulledu.ru/sadik/1326-detskiy-sad-s-yaselnoy-gruppoy/about/,,
sadik,Детский сад,Школа №1440 (Дошкольный корпус),Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1440,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-2561/about/,,
sadik,Детский сад,Школа №1499_к.6,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1499,Москва,https://moskva.fulledu.ru/sadik/2257-detskiy-sad-s-yaselnymi-gruppami/about/,,
sadik,Детский сад,Школа №1499_к.7,Школа №1499_к.7,Москва,https://moskva.fulledu.ru/sadik/1247-detskiy-sad-kombinirovannogo-vida-dlya-detey-s-narusheniem-opornodvigatelnogo-apparata/about/,,
