category,category_label,name,legal_name,town
sadik,Детский сад,detskiy sad panda,detskiy sad panda,
sadik,Детский сад,detskiy sad pchelki 7881,detskiy sad pchelki 7881,
sadik,Детский сад,detskiy sad pchlka 6225,detskiy sad pchlka 6225,
sadik,Детский сад,detskiy sad pchlka nochu,detskiy sad pchlka nochu,
sadik,Детский сад,detskiy sad perspektiva,detskiy sad perspektiva,
sadik,Детский сад,detskiy sad perspektiva detskiy centr,detskiy sad perspektiva detskiy centr,
sadik,Детский сад,detskiy sad petrushka,detskiy sad petrushka,
sadik,Детский сад,detskiy sad piramidka,detskiy sad piramidka,
sadik,Детский сад,detskiy sad planeta,detskiy sad planeta,
sadik,Детский сад,detskiy sad play and study,detskiy sad play and study,
sadik,Детский сад,detskiy sad pleylandiya kids,detskiy sad pleylandiya kids,
sadik,Детский сад,detskiy sad plushevyy mishka,detskiy sad plushevyy mishka,
sadik,Детский сад,detskiy sad pochemuchki 646,detskiy sad pochemuchki 646,
sadik,Детский сад,detskiy sad podsolnuh 2020,detskiy sad podsolnuh 2020,
sadik,Детский сад,detskiy sad poigrayka,detskiy sad poigrayka,
sadik,Детский сад,detskiy sad poigrayka lomonosovskiy,detskiy sad poigrayka lomonosovskiy,
sadik,Детский сад,detskiy sad premer shkola sad,detskiy sad premer shkola sad,
sadik,Детский сад,detskiy sad premerskiy licey,detskiy sad premerskiy licey,
sadik,Детский сад,detskiy sad prezident,detskiy sad prezident,
sadik,Детский сад,detskiy sad pri angliyskom klube goldy,detskiy sad pri angliyskom klube goldy,
sadik,Детский сад,detskiy sad pri mzhk izmaylovo,detskiy sad pri mzhk izmaylovo,
sadik,Детский сад,detskiy sad pri vch,detskiy sad pri vch,
sadik,Детский сад,detskiy sad prioritet,detskiy sad prioritet,
sadik,Детский сад,detskiy sad prochudo,detskiy sad prochudo,
sadik,Детский сад,detskiy sad progimnazii,detskiy sad progimnazii,
sadik,Детский сад,detskiy sad prostokvashino 5550,detskiy sad prostokvashino 5550,
sadik,Детский сад,detskiy sad pryanichnyy domik 8163,detskiy sad pryanichnyy domik 8163,
sadik,Детский сад,detskiy sad psevernaya griva,detskiy sad psevernaya griva,
sadik,Детский сад,detskiy sad ptit kref,detskiy sad ptit kref,
sadik,Детский сад,detskiy sad pushkinskaya gorka,detskiy sad pushkinskaya gorka,
sadik,Детский сад,detskiy sad radost 5536,detskiy sad radost 5536,
sadik,Детский сад,detskiy sad radost moya 4158,detskiy sad radost moya 4158,
sadik,Детский сад,detskiy sad radost p sloboda,detskiy sad radost p sloboda,
sadik,Детский сад,detskiy sad raduga 3836,detskiy sad raduga 3836,
sadik,Детский сад,detskiy sad raduga brateevskaya,detskiy sad raduga brateevskaya,
sadik,Детский сад,detskiy sad raduga centr obrazovaniya,detskiy sad raduga centr obrazovaniya,
sadik,Детский сад,detskiy sad raduga frunzenskaya,detskiy sad raduga frunzenskaya,
sadik,Детский сад,detskiy sad raduga yasli,detskiy sad raduga yasli,
sadik,Детский сад,detskiy sad rainbow,detskiy sad rainbow,
sadik,Детский сад,detskiy sad razum l,detskiy sad razum l,
sadik,Детский сад,detskiy sad razuml nou sosh,detskiy sad razuml nou sosh,
sadik,Детский сад,detskiy sad razuml shkola,detskiy sad razuml shkola,
sadik,Детский сад,detskiy sad razvitie 6400,detskiy sad razvitie 6400,
sadik,Детский сад,detskiy sad robin gud,detskiy sad robin gud,
sadik,Детский сад,detskiy sad rodnichok 8842,detskiy sad rodnichok 8842,
sadik,Детский сад,detskiy sad romashka 2500,detskiy sad romashka 2500,
sadik,Детский сад,detskiy sad romashka 8986,detskiy sad romashka 8986,
sadik,Детский сад,detskiy sad romashka spec nachalnaya shkolads dlya detey s zaderzhkoy psihicheskogo razvitiya,detskiy sad romashka spec nachalnaya shkolads dlya detey s zaderzhkoy psihicheskogo razvitiya,
sadik,Детский сад,detskiy sad romashki kurkino,detskiy sad romashki kurkino,
sadik,Детский сад,detskiy sad rosinka 2694,detskiy sad rosinka 2694,
sadik,Детский сад,detskiy sad rosinka 5410,detskiy sad rosinka 5410,
sadik,Детский сад,detskiy sad rossiyskaya mezhdunarodnaya shkola,detskiy sad rossiyskaya mezhdunarodnaya shkola,
sadik,Детский сад,detskiy sad ruchek,detskiy sad ruchek,
sadik,Детский сад,detskiy sad ryabinka 8064,detskiy sad ryabinka 8064,
sadik,Детский сад,detskiy sad ryabinka tarasovka,detskiy sad ryabinka tarasovka,
sadik,Детский сад,detskiy sad ryabinushka 5811,detskiy sad ryabinushka 5811,
sadik,Детский сад,detskiy sad rybka,detskiy sad rybka,
sadik,Детский сад,detskiy sad s,detskiy sad s,
sadik,Детский сад,detskiy sad s,detskiy sad s,
sadik,Детский сад,detskiy sad s,detskiy sad s,
sadik,Детский сад,detskiy sad s,detskiy sad s,
sadik,Детский сад,detskiy sad s,detskiy sad s,
sadik,Детский сад,detskiy sad s,detskiy sad s,
sadik,Детский сад,detskiy sad s 1 3306,detskiy sad s 1 3306,
sadik,Детский сад,detskiy sad s 10 9917,detskiy sad s 10 9917,
sadik,Детский сад,detskiy sad s 11 ryabinka,detskiy sad s 11 ryabinka,
sadik,Детский сад,detskiy sad s 12 1903,detskiy sad s 12 1903,
sadik,Детский сад,detskiy sad s 15 rodnichok,detskiy sad s 15 rodnichok,
sadik,Детский сад,detskiy sad s 16 3611,detskiy sad s 16 3611,
sadik,Детский сад,detskiy sad s 16 kombinirovannogo vida,detskiy sad s 16 kombinirovannogo vida,
sadik,Детский сад,detskiy sad s 16 kombinirovannogo vida 1483,detskiy sad s 16 kombinirovannogo vida 1483,
sadik,Детский сад,detskiy sad s 17 5454,detskiy sad s 17 5454,
sadik,Детский сад,detskiy sad s 17 7595,detskiy sad s 17 7595,
sadik,Детский сад,detskiy sad s 20 kombinirovannogo vida,detskiy sad s 20 kombinirovannogo vida,
sadik,Детский сад,detskiy sad s 22 5831,detskiy sad s 22 5831,
sadik,Детский сад,detskiy sad s 25 4322,detskiy sad s 25 4322,
sadik,Детский сад,detskiy sad s 25 kompensiruuschego vida,detskiy sad s 25 kompensiruuschego vida,
sadik,Детский сад,detskiy sad s 27 8781,detskiy sad s 27 8781,
sadik,Детский сад,detskiy sad s 27 888,detskiy sad s 27 888,
sadik,Детский сад,detskiy sad s 30 7114,detskiy sad s 30 7114,
sadik,Детский сад,detskiy sad s 31 7006,detskiy sad s 31 7006,
sadik,Детский сад,detskiy sad s 31 kompensiruuschego vida,detskiy sad s 31 kompensiruuschego vida,
sadik,Детский сад,detskiy sad s 33 3739,detskiy sad s 33 3739,
sadik,Детский сад,detskiy sad s 36 3472,detskiy sad s 36 3472,
sadik,Детский сад,detskiy sad s 37 kolosok,detskiy sad s 37 kolosok,
sadik,Детский сад,detskiy sad s 4 7234,detskiy sad s 4 7234,
sadik,Детский сад,detskiy sad s 4 kombinirovannogo vida 7034,detskiy sad s 4 kombinirovannogo vida 7034,
sadik,Детский сад,detskiy sad s 44 6268,detskiy sad s 44 6268,
sadik,Детский сад,detskiy sad s 46 6541,detskiy sad s 46 6541,
sadik,Детский сад,detskiy sad s 46 dlya detey rannego vozrasta,detskiy sad s 46 dlya detey rannego vozrasta,
sadik,Детский сад,detskiy sad s 47 4089,detskiy sad s 47 4089,
sadik,Детский сад,detskiy sad s 48 6028,detskiy sad s 48 6028,
sadik,Детский сад,detskiy sad s 49 4259,detskiy sad s 49 4259,
sadik,Детский сад,detskiy sad s 7 3175,detskiy sad s 7 3175,
sadik,Детский сад,detskiy sad s 73 kombinirovannogo vida,detskiy sad s 73 kombinirovannogo vida,
sadik,Детский сад,detskiy sad sadyasli avs,detskiy sad sadyasli avs,
sadik,Детский сад,detskiy sad sakvoyazh detskiy razvivauschiy centr,detskiy sad sakvoyazh detskiy razvivauschiy centr,
sadik,Детский сад,detskiy sad sami s usami,detskiy sad sami s usami,
sadik,Детский сад,detskiy sad sami s usami novatorov 36,detskiy sad sami s usami novatorov 36,
sadik,Детский сад,detskiy sad samson,detskiy sad samson,
sadik,Детский сад,detskiy sad samyy luchshiy,detskiy sad samyy luchshiy,
sadik,Детский сад,detskiy sad sashenka i dashenka,detskiy sad sashenka i dashenka,
sadik,Детский сад,detskiy sad schastlivaya semya,detskiy sad schastlivaya semya,
sadik,Детский сад,detskiy sad schastlivyy plastilin,detskiy sad schastlivyy plastilin,
sadik,Детский сад,detskiy sad sem gnomov 3806,detskiy sad sem gnomov 3806,
sadik,Детский сад,detskiy sad semicvetik 2786,detskiy sad semicvetik 2786,
sadik,Детский сад,detskiy sad semicvetik 3393,detskiy sad semicvetik 3393,
sadik,Детский сад,detskiy sad semicvetik 4417,detskiy sad semicvetik 4417,
sadik,Детский сад,detskiy sad serebryanyy bor,detskiy sad serebryanyy bor,
sadik,Детский сад,detskiy sad set s uglublennym izucheniem angliyskogo,detskiy sad set s uglublennym izucheniem angliyskogo,
sadik,Детский сад,detskiy sad shkola dlya malyshey,detskiy sad shkola dlya malyshey,
sadik,Детский сад,detskiy sad shkola dlya malyshey larisy kiyamovoy,detskiy sad shkola dlya malyshey larisy kiyamovoy,
sadik,Детский сад,detskiy sad shkola dlya malyshey larisy kiyamovoy dudinka,detskiy sad shkola dlya malyshey larisy kiyamovoy dudinka,
sadik,Детский сад,detskiy sad shkola dlya malyshey pryanichnyy domik,detskiy sad shkola dlya malyshey pryanichnyy domik,
sadik,Детский сад,detskiy sad shkola malenkih volshebnikov,detskiy sad shkola malenkih volshebnikov,
sadik,Детский сад,detskiy sad shkola radosti,detskiy sad shkola radosti,
sadik,Детский сад,detskiy sad shkola vozmozhnost,detskiy sad shkola vozmozhnost,
sadik,Детский сад,detskiy sad shkola znak,detskiy sad shkola znak,
sadik,Детский сад,detskiy sad skalistskiy mdou,detskiy sad skalistskiy mdou,
sadik,Детский сад,detskiy sad skazochnaya strana 5917,detskiy sad skazochnaya strana 5917,
sadik,Детский сад,detskiy sad sma,detskiy sad sma,
sadik,Детский сад,detskiy sad sma 293,detskiy sad sma 293,
sadik,Детский сад,detskiy sad smaylik 5148,detskiy sad smaylik 5148,
sadik,Детский сад,detskiy sad soglasie chastnaya shkola sad,detskiy sad soglasie chastnaya shkola sad,
sadik,Детский сад,detskiy sad solnechnye zaychiki 4108,detskiy sad solnechnye zaychiki 4108,
sadik,Детский сад,detskiy sad solnechnyy veter obrazovatelnyy centr,detskiy sad solnechnyy veter obrazovatelnyy centr,
sadik,Детский сад,detskiy sad solnechnyy zaychik 5254,detskiy sad solnechnyy zaychik 5254,
sadik,Детский сад,detskiy sad solnechnyy zaychik parkovaya,detskiy sad solnechnyy zaychik parkovaya,
sadik,Детский сад,detskiy sad solnyshko 3072,detskiy sad solnyshko 3072,
sadik,Детский сад,detskiy sad solnyshko mdou 7113,detskiy sad solnyshko mdou 7113,
sadik,Детский сад,detskiy sad specialnyy korrekcionnyy dlya gluhih i slaboslyshaschih detey,detskiy sad specialnyy korrekcionnyy dlya gluhih i slaboslyshaschih detey,
sadik,Детский сад,detskiy sad strana chudes 2149,detskiy sad strana chudes 2149,
sadik,Детский сад,detskiy sad strana detstva 3730,detskiy sad strana detstva 3730,
sadik,Детский сад,detskiy sad strekoza 3708,detskiy sad strekoza 3708,
sadik,Детский сад,detskiy sad studiya lya mezon,detskiy sad studiya lya mezon,
sadik,Детский сад,detskiy sad studiya razvitiya dlya malyshey angelok minisadik,detskiy sad studiya razvitiya dlya malyshey angelok minisadik,
sadik,Детский сад,detskiy sad stupeni rosta,detskiy sad stupeni rosta,
sadik,Детский сад,detskiy sad sun school 2062,detskiy sad sun school 2062,
sadik,Детский сад,detskiy sad sun school raduzhnaya,detskiy sad sun school raduzhnaya,
sadik,Детский сад,detskiy sad sunrise montessori school,detskiy sad sunrise montessori school,
sadik,Детский сад,detskiy sad sunschool,detskiy sad sunschool,
sadik,Детский сад,detskiy sad sunschool 1991,detskiy sad sunschool 1991,
sadik,Детский сад,detskiy sad sunschool 4276,detskiy sad sunschool 4276,
sadik,Детский сад,detskiy sad sunschool butovo,detskiy sad sunschool butovo,
sadik,Детский сад,detskiy sad sunschool kommunarka,detskiy sad sunschool kommunarka,
sadik,Детский сад,detskiy sad super kids,detskiy sad super kids,
sadik,Детский сад,detskiy sad svetik semicvetik,detskiy sad svetik semicvetik,
sadik,Детский сад,detskiy sad svetlyachok 7065,detskiy sad svetlyachok 7065,
sadik,Детский сад,detskiy sad svetlyachok 8499,detskiy sad svetlyachok 8499,
sadik,Детский сад,detskiy sad svoi,detskiy sad svoi,
sadik,Детский сад,detskiy sad syndochka,detskiy sad syndochka,
sadik,Детский сад,detskiy sad teremok 2208,detskiy sad teremok 2208,
sadik,Детский сад,detskiy sad teremok 6702,detskiy sad teremok 6702,
sadik,Детский сад,detskiy sad teremok 6729,detskiy sad teremok 6729,
sadik,Детский сад,detskiy sad teremok 9664,detskiy sad teremok 9664,
sadik,Детский сад,detskiy sad teremok s troickoe,detskiy sad teremok s troickoe,
sadik,Детский сад,detskiy sad teremok yasenevo,detskiy sad teremok yasenevo,
sadik,Детский сад,detskiy sad tihvinskiy centr doshkolnogo vospitaniya i obrazovaniya,detskiy sad tihvinskiy centr doshkolnogo vospitaniya i obrazovaniya,
sadik,Детский сад,detskiy sad tina sad,detskiy sad tina sad,
sadik,Детский сад,detskiy sad tma,detskiy sad tma,
sadik,Детский сад,detskiy sad totosha sosh,detskiy sad totosha sosh,
sadik,Детский сад,detskiy sad tridevyatoe carstvo,detskiy sad tridevyatoe carstvo,
sadik,Детский сад,detskiy sad tutti frutti,detskiy sad tutti frutti,
sadik,Детский сад,detskiy sad ulybka 2716,detskiy sad ulybka 2716,
sadik,Детский сад,detskiy sad ulybki,detskiy sad ulybki,
sadik,Детский сад,detskiy sad umka 2609,detskiy sad umka 2609,
sadik,Детский сад,detskiy sad umka 3335,detskiy sad umka 3335,
sadik,Детский сад,detskiy sad umka 9448,detskiy sad umka 9448,
sadik,Детский сад,detskiy sad umkin,detskiy sad umkin,
sadik,Детский сад,detskiy sad umnica 5158,detskiy sad umnica 5158,
sadik,Детский сад,detskiy sad umnichka,detskiy sad umnichka,
sadik,Детский сад,detskiy sad umnik,detskiy sad umnik,
sadik,Детский сад,detskiy sad umnyy malysh 2640,detskiy sad umnyy malysh 2640,
sadik,Детский сад,detskiy sad unek,detskiy sad unek,
sadik,Детский сад,detskiy sad v gosti k mashe,detskiy sad v gosti k mashe,
sadik,Детский сад,detskiy sad v gostyah u skazki 8167,detskiy sad v gostyah u skazki 8167,
sadik,Детский сад,detskiy sad v nahabino na rodnikovoy,detskiy sad v nahabino na rodnikovoy,
sadik,Детский сад,detskiy sad vasilek 2656,detskiy sad vasilek 2656,
sadik,Детский сад,detskiy sad vasilki,detskiy sad vasilki,
sadik,Детский сад,detskiy sad venda,detskiy sad venda,
sadik,Детский сад,detskiy sad venda doshkolnoe otdelenie,detskiy sad venda doshkolnoe otdelenie,
sadik,Детский сад,detskiy sad venda ostankino,detskiy sad venda ostankino,
sadik,Детский сад,detskiy sad vera,detskiy sad vera,
sadik,Детский сад,detskiy sad veselyy gnom,detskiy sad veselyy gnom,
sadik,Детский сад,detskiy sad veselyy gnomik,detskiy sad veselyy gnomik,
sadik,Детский сад,detskiy sad veselyy gnomik vatutina,detskiy sad veselyy gnomik vatutina,
sadik,Детский сад,detskiy sad veslye notki,detskiy sad veslye notki,
sadik,Детский сад,detskiy sad vinni puh 4528,detskiy sad vinni puh 4528,
sadik,Детский сад,detskiy sad vinni puh 6148,detskiy sad vinni puh 6148,
sadik,Детский сад,detskiy sad volshebnyy vozrast,detskiy sad volshebnyy vozrast,
sadik,Детский сад,detskiy sad volshebnyy zamok cvetnoy,detskiy sad volshebnyy zamok cvetnoy,
sadik,Детский сад,detskiy sad volshebnyy zamok magic castle english nursery,detskiy sad volshebnyy zamok magic castle english nursery,
sadik,Детский сад,detskiy sad vozrozhdenie matrosova,detskiy sad vozrozhdenie matrosova,
sadik,Детский сад,detskiy sad vozrozhdenie pionerskaya,detskiy sad vozrozhdenie pionerskaya,
sadik,Детский сад,detskiy sad vozrozhdenie sadovaya,detskiy sad vozrozhdenie sadovaya,
sadik,Детский сад,detskiy sad vselennaya detstva,detskiy sad vselennaya detstva,
sadik,Детский сад,detskiy sad vstuplenie,detskiy sad vstuplenie,
sadik,Детский сад,detskiy sad vstuplenie centr obrazovaniya filial,detskiy sad vstuplenie centr obrazovaniya filial,
sadik,Детский сад,detskiy sad vybor shkola,detskiy sad vybor shkola,
sadik,Детский сад,detskiy sad yasli karapuz,detskiy sad yasli karapuz,
sadik,Детский сад,detskiy sad yasli lesnaya skazka,detskiy sad yasli lesnaya skazka,
sadik,Детский сад,detskiy sad yasli malenkaya strana v zhk akademiya park na kievskom shosse,detskiy sad yasli malenkaya strana v zhk akademiya park na kievskom shosse,
sadik,Детский сад,detskiy sad yasli na domu,detskiy sad yasli na domu,
sadik,Детский сад,detskiy sad yasli sad bim bom,detskiy sad yasli sad bim bom,
sadik,Детский сад,detskiy sad yasli sad kolechko,detskiy sad yasli sad kolechko,
sadik,Детский сад,detskiy sad yaslisad n1401,detskiy sad yaslisad n1401,
sadik,Детский сад,detskiy sad yaslisad n1835,detskiy sad yaslisad n1835,
sadik,Детский сад,detskiy sad yaslisad n443,detskiy sad yaslisad n443,
sadik,Детский сад,detskiy sad zagorodnyy eko klub rayskiy sad,detskiy sad zagorodnyy eko klub rayskiy sad,
sadik,Детский сад,detskiy sad zateyniki,detskiy sad zateyniki,
sadik,Детский сад,detskiy sad zaychik,detskiy sad zaychik,
sadik,Детский сад,detskiy sad zdravnicy im gagarina,detskiy sad zdravnicy im gagarina,
sadik,Детский сад,detskiy sad zelnaya polyana 8279,detskiy sad zelnaya polyana 8279,
sadik,Детский сад,detskiy sad zelnyy bereg,detskiy sad zelnyy bereg,
sadik,Детский сад,detskiy sad zhemchuzhinka 9325,detskiy sad zhemchuzhinka 9325,
sadik,Детский сад,detskiy sad zhemchuzhinka kolomenskiy proezd,detskiy sad zhemchuzhinka kolomenskiy proezd,
sadik,Детский сад,detskiy sad znayka 9079,detskiy sad znayka 9079,
sadik,Детский сад,detskiy sad znayka lipeckaya,detskiy sad znayka lipeckaya,
sadik,Детский сад,detskiy sad znayka molodzhnaya,detskiy sad znayka molodzhnaya,
sadik,Детский сад,detskiy sad znayki,detskiy sad znayki,
sadik,Детский сад,detskiy sad zolotoy kluchik 3769,detskiy sad zolotoy kluchik 3769,
sadik,Детский сад,detskiy sad zorenka,detskiy sad zorenka,
sadik,Детский сад,detskiy sad zvezdochka 1278,detskiy sad zvezdochka 1278,
sadik,Детский сад,detskiy sad zvezdochki,detskiy sad zvezdochki,
sadik,Детский сад,detskiy sad zvzdochka 915,detskiy sad zvzdochka 915,
sadik,Детский сад,dirizhabl detskiy i semeynyy klub,dirizhabl detskiy i semeynyy klub,
sadik,Детский сад,do ano detskiy sad svetlye gory,do ano detskiy sad svetlye gory,
sadik,Детский сад,dobro detskiy korrekcionno razvivauschiy centr dlya osobyh detey,dobro detskiy korrekcionno razvivauschiy centr dlya osobyh detey,
sadik,Детский сад,dol orlenok,dol orlenok,
sadik,Детский сад,domashniy detskiy centr sad v opalihe,domashniy detskiy centr sad v opalihe,
sadik,Детский сад,domashniy detskiy sad,domashniy detskiy sad,
sadik,Детский сад,domashniy detskiy sad 6261,domashniy detskiy sad 6261,
sadik,Детский сад,domashniy detskiy sad kuvshinka,domashniy detskiy sad kuvshinka,
sadik,Детский сад,domashniy detskiy sad lel,domashniy detskiy sad lel,
sadik,Детский сад,domashniy detskiy sad malysh,domashniy detskiy sad malysh,
sadik,Детский сад,domashniy detskiy sad masyanya,domashniy detskiy sad masyanya,
sadik,Детский сад,domashniy detskiy sad nadezhda,domashniy detskiy sad nadezhda,
sadik,Детский сад,domashniy detskiy sad raduga darna,domashniy detskiy sad raduga darna,
sadik,Детский сад,domashniy detskiy sad romashka,domashniy detskiy sad romashka,
sadik,Детский сад,domashniy detskiy sad sao,domashniy detskiy sad sao,
sadik,Детский сад,domashniy detskiy sad tri porosnka,domashniy detskiy sad tri porosnka,
sadik,Детский сад,domashniy detskiy sad znayka,domashniy detskiy sad znayka,
sadik,Детский сад,domashniy detskiy sadik na profsouznoy,domashniy detskiy sadik na profsouznoy,
sadik,Детский сад,domashniy yasli sad tigrenok,domashniy yasli sad tigrenok,
sadik,Детский сад,dvuyazychnyy detskiy sad,dvuyazychnyy detskiy sad,
sadik,Детский сад,evrika angliyskiy detskiy sad,evrika angliyskiy detskiy sad,
sadik,Детский сад,fgbdou centr razvitiya rebenka detskiy sad,fgbdou centr razvitiya rebenka detskiy sad,
sadik,Детский сад,fgbdou centr razvitiya rebenka detskiy sad 138 teremok,fgbdou centr razvitiya rebenka detskiy sad 138 teremok,
sadik,Детский сад,fgbdou centr razvitiya rebenka detskiy sad centr reabilitacii,fgbdou centr razvitiya rebenka detskiy sad centr reabilitacii,
sadik,Детский сад,fgbdou centr razvitiya rebenka detskiy sad sosny,fgbdou centr razvitiya rebenka detskiy sad sosny,
sadik,Детский сад,fgbdou centr razvitiya rebenka detskiy sad sosny 2609,fgbdou centr razvitiya rebenka detskiy sad sosny 2609,
sadik,Детский сад,fgbdou centr razvitiya rebnka detskiy sad 1 upravleniya delami prezidenta rossiyskoy federacii,fgbdou centr razvitiya rebnka detskiy sad 1 upravleniya delami prezidenta rossiyskoy federacii,
sadik,Детский сад,fgbdou detskiy sad kombinirovannogo vida lesovichok mchs rossii,fgbdou detskiy sad kombinirovannogo vida lesovichok mchs rossii,
sadik,Детский сад,fgbdou detskiy sad zagorskie dali,fgbdou detskiy sad zagorskie dali,
sadik,Детский сад,fgdou centr razvitiya rebenka detskiy sad 138 teremok upravleniya delami prezidenta rossiyskoy fed,fgdou centr razvitiya rebenka detskiy sad 138 teremok upravleniya delami prezidenta rossiyskoy fed,
sadik,Детский сад,fgdou detskiy sad 44 minoborony rossii,fgdou detskiy sad 44 minoborony rossii,
sadik,Детский сад,fgdou detskiy sad 69 minoborony rossii,fgdou detskiy sad 69 minoborony rossii,
sadik,Детский сад,fgdou detskiy sad 707 minekonomrazvitiya rossii,fgdou detskiy sad 707 minekonomrazvitiya rossii,
sadik,Детский сад,filial gosudarstvennogo lechebno profilakticheskogo uchrezhdeniya lechebno ozdorovitelnyy centr mi,filial gosudarstvennogo lechebno profilakticheskogo uchrezhdeniya lechebno ozdorovitelnyy centr mi,
sadik,Детский сад,fkdou detskiy sad 2 fso rossii,fkdou detskiy sad 2 fso rossii,
sadik,Детский сад,fregat angliyskiy detskiy sad pansion,fregat angliyskiy detskiy sad pansion,
sadik,Детский сад,gbou centr razvitiya rebenka detskiy sad 2395 umka,gbou centr razvitiya rebenka detskiy sad 2395 umka,
sadik,Детский сад,gbou crr detskiy sad 1842 peresvet,gbou crr detskiy sad 1842 peresvet,
sadik,Детский сад,gbou crr detskiy sad 2400 lesovichok,gbou crr detskiy sad 2400 lesovichok,
sadik,Детский сад,gbou crr detskiy sad 2452 alye parusa,gbou crr detskiy sad 2452 alye parusa,
sadik,Детский сад,gbou crr detskiy sad 2534 zolotoy kluchik,gbou crr detskiy sad 2534 zolotoy kluchik,
sadik,Детский сад,gbou crr detskiy sad 2648 edelveys,gbou crr detskiy sad 2648 edelveys,
sadik,Детский сад,gbou crr detskiy sad 2695 radost,gbou crr detskiy sad 2695 radost,
sadik,Детский сад,gbou crr detskiy sad 2709 sovnok,gbou crr detskiy sad 2709 sovnok,
sadik,Детский сад,gbou detskiy sad 1334 malinki,gbou detskiy sad 1334 malinki,
sadik,Детский сад,gbou detskiy sad 2111 ulybka,gbou detskiy sad 2111 ulybka,
sadik,Детский сад,gbou detskiy sad 2465 landysh,gbou detskiy sad 2465 landysh,
sadik,Детский сад,gbou detskiy sad 2523 akademiya detstva,gbou detskiy sad 2523 akademiya detstva,
sadik,Детский сад,gbou detskiy sad 2578 alenkiy cvetochek,gbou detskiy sad 2578 alenkiy cvetochek,
sadik,Детский сад,gbou detskiy sad 2591 skazka,gbou detskiy sad 2591 skazka,
sadik,Детский сад,gbou detskiy sad 2646 korablik,gbou detskiy sad 2646 korablik,
sadik,Детский сад,gbou detskiy sad 2713 vinni puh,gbou detskiy sad 2713 vinni puh,
sadik,Детский сад,gbou detskiy sad 442 pchelka,gbou detskiy sad 442 pchelka,
sadik,Детский сад,gbou detskiy sad 727 neposedy,gbou detskiy sad 727 neposedy,
sadik,Детский сад,gbou detskiy sad 79 krepysh,gbou detskiy sad 79 krepysh,
sadik,Детский сад,gbou detskiy sad 851 sozvezdie,gbou detskiy sad 851 sozvezdie,
sadik,Детский сад,gbou goroda moskvy detskiy sad kombinirovannogo vida 2594 teremok,gbou goroda moskvy detskiy sad kombinirovannogo vida 2594 teremok,
sadik,Детский сад,gelius detskiy sadshkola,gelius detskiy sadshkola,
sadik,Детский сад,gorodok detskiy sad razvivauschie zanyatiya teatralno tancevalnaya studiya,gorodok detskiy sad razvivauschie zanyatiya teatralno tancevalnaya studiya,
sadik,Детский сад,gou crr detskiy sad 2484 zhemchuzhinka,gou crr detskiy sad 2484 zhemchuzhinka,
sadik,Детский сад,gou detskiy sad kompensiruuschego vida dlya detey s zpr,gou detskiy sad kompensiruuschego vida dlya detey s zpr,
sadik,Детский сад,gou nachalnaya shkola detskiy sad kompensiruuschego vida,gou nachalnaya shkola detskiy sad kompensiruuschego vida,
sadik,Детский сад,gusenok angliyskiy detskiy sad,gusenok angliyskiy detskiy sad,
sadik,Детский сад,interkolledzh lingvisticheskiy centr detskiy sad,interkolledzh lingvisticheskiy centr detskiy sad,
sadik,Детский сад,iqmama razvivauschiy centr dlya detey,iqmama razvivauschiy centr dlya detey,
sadik,Детский сад,iris detskiy sad,iris detskiy sad,
sadik,Детский сад,kolibri shkoladetskiy sad,kolibri shkoladetskiy sad,
sadik,Детский сад,kolosok detskiy sad,kolosok detskiy sad,
sadik,Детский сад,korablik detskiy sad obscherazvivauschego vida mdou,korablik detskiy sad obscherazvivauschego vida mdou,
sadik,Детский сад,korrekcionnoe obrazovatelnoe uchrezhdenie dlya obuchauschihsya vospitannikov s ogranichennymi vozm,korrekcionnoe obrazovatelnoe uchrezhdenie dlya obuchauschihsya vospitannikov s ogranichennymi vozm,
sadik,Детский сад,lad nachalnaya shkoladetskiy sad,lad nachalnaya shkoladetskiy sad,
sadik,Детский сад,ladushki detskiy sad kombinirovannogo vida mdou,ladushki detskiy sad kombinirovannogo vida mdou,
sadik,Детский сад,letniy detskiy klub pri centre psihologicheskoy pomoschi im aadlera,letniy detskiy klub pri centre psihologicheskoy pomoschi im aadlera,
sadik,Детский сад,letniy lager otkrytiy evrika,letniy lager otkrytiy evrika,
sadik,Детский сад,lochki centr doshkolnogo obrazovaniya detskiy sad,lochki centr doshkolnogo obrazovaniya detskiy sad,
sadik,Детский сад,love kids,love kids,
sadik,Детский сад,madou centr razvitiya rebenka detskiy sad,madou centr razvitiya rebenka detskiy sad,
sadik,Детский сад,madou crr detskiy sad 15 mechta,madou crr detskiy sad 15 mechta,
sadik,Детский сад,madou crr detskiy sad 31 d medvezhi ozra schmr mo,madou crr detskiy sad 31 d medvezhi ozra schmr mo,
sadik,Детский сад,madou crr detskiy sad 67 belochka p biokombinata schmr mo,madou crr detskiy sad 67 belochka p biokombinata schmr mo,
sadik,Детский сад,madou crr detskiy sad 8 berezka,madou crr detskiy sad 8 berezka,
sadik,Детский сад,madou detskiy sad,madou detskiy sad,
sadik,Детский сад,madou detskiy sad 1 8864,madou detskiy sad 1 8864,
sadik,Детский сад,madou detskiy sad 10 kolokolchik,madou detskiy sad 10 kolokolchik,
sadik,Детский сад,madou detskiy sad 14 8258,madou detskiy sad 14 8258,
