category,category_label,name,legal_name,town,url,website
sadik,Детский сад,Василек,Государственное бюджетное общеобразовательное учреждение города Москвы «Школа № 547»,Москва,https://moskva.fulledu.ru/sadik/510-detskiy-sad-s-logopedicheskoy-i-yaselnoy-gruppami/about/,http://sch547u.mskobr.ru/add_edu/doshkol_noe_otdelenie_vasilek/
sadik,Детский сад,ВЕГА,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ДОШКОЛЬНАЯ ОБРАЗОВАТЕЛЬНАЯ ОРГАНИЗАЦИЯ ""ДЕТСКИЙ САД ""ВЕГА""",Москва,https://moskva.fulledu.ru/sadik/ano-doo-detskiy-sad-vega-171069/about/,
sadik,Детский сад,Вербочка,Вербочка,поселок городского типа Софрино,https://moskva.fulledu.ru/sadik/57-verbochka-detskiy-sad/about/,http://push-verbochka57.edumsko.ru
sadik,Детский сад,Веселые стрижи,Веселые стрижи,Домодедово,https://moskva.fulledu.ru/sadik/18-veselye-strizhi-detskiy-sad/about/,http://domoddou18.edumsko.ru
sadik,Детский сад,Веселые стрижи,"Муниципальное Автономное Дошкольное Образовательное Учреждение Детский Сад Комбинированного Вида № 18 ""веселые Стрижи""",Домодедово,https://moskva.fulledu.ru/sadik/detskiy-sad-madou-ds-18-veselye-strizhi/about/,http://domoddou18.edumsko.ru/
sadik,Детский сад,Веснушка,"Муниципальное Дошкольное Образовательное Учреждение Детский Сад Общеразвивающего Вида № 42 ""веснушка""",Воскресенск,https://moskva.fulledu.ru/sadik/mdou-detskiy-sad-obscherazvivauschego-vida-42-vesnushka-3999-2730/about/,
sadik,Детский сад,Веснушки,Веснушки,посёлок Железнодорожный,https://moskva.fulledu.ru/sadik/mdou-detskiy-sad-20-vesnushki-3541-4058/about/,http://sad20podr.edumsko.ru
sadik,Детский сад,Веснянка,Веснянка,Лыткарино,https://moskva.fulledu.ru/sadik/detskiy-sad-5-vesnyanka/about/,http://lytmdou5.edumsko.ru
sadik,Детский сад,Весёлые звоночки,"Муниципальное Бюджетное Дошкольное Образовательное Учреждение Центр Развития Ребёнка - Детский Сад №14 ""весёлые Звоночки""",Озеры,https://moskva.fulledu.ru/sadik/mbdou-crr-detskiy-sad-14-veslye-zvonochki/about/,http://ozds14.edumsko.ru
sadik,Детский сад,Винни-Пух,"Государственное бюджетное образовательное учреждение города Москвы детский сад № 2713 ""Винни-Пух""",Москва,https://moskva.fulledu.ru/sadik/gbou-detskiy-sad-2713-vinni-puh/about/,https://szouo.ru
sadik,Детский сад,Винокурова 3а,Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 102,Москва,https://moskva.fulledu.ru/sadik/detskiy-sad-1216/about/,http://sch45uz.mskobr.ru/dou_edu/vinokurova_3a/
sadik,Детский сад,Вишенка,Вишенка,Балашиха,https://moskva.fulledu.ru/sadik/detskiy-sad-mbdou-2-vishenka/about/,http://zddou2.edumsko.ru
